Text,IsToxic,text_clean,text_stemmed,augmented
The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,1,"The world is changing the prey of the mad police. If he's coming, it's time to kill the faucks.",world chang mad polic dam isi gonna come that time kill fauck,back_translation
Darren Wilson should have HAD to stand trial and PROVE he acted in self defense to a Jury in an OPEN Court of LAW just as George Zimmerman HAD to and did and Michael Dunn HAD to and couldn't.   A grand jury that operates in 'secret' cannot be trusted just as no government can be trusted that operates in secret.  ,0,darren wilson stand trial prove acted self defense jury open court law george zimmerman michael dunn couldnt grand jury operates secret cannot trusted government trusted operates secret,darren wilson stand trial prove act self defens juri open court law georg zimmerman michael dunn couldnt grand juri oper secret cannot trust govern trust oper secret,original
This man has an intelligence the average black man can't comprehend.  Its like a dog trying to figure out how man makes a house.,1,man intelligence average black man cannot understand like dog trying figure man make house,man intellig averag black man cant comprehend like dog tri figur man make hous,back_translation
"Did the Store owner ever get PAID for the cigars this ""fn innocent"" my ass   kid STOLE???",1,store owner ever get paid cigar innocent as kid stole,store owner ever get paid cigar innoc as kid stole,original
no dumber people on earth then americans,1,dumber people earth american,dumber peopl earth american,original
he can go back where he's from period big mouth MORON,1,when period was a mouthy idiot,back he period big mouth moron,back_translation
This Brave woman brought tears to my eyes,0,brave woman brought tear eye,brave woman brought tear eye,original
7:28 Lost my shit to that GUY. lmao,0,lost shit guy lmao,lost shit guy lmao,original
Blacks get my prejudice easily,1,Black people are easily prejudiced.,black get prejudic easili,back_translation
You all are some dumb as people,1,dumb people,dumb peopl,original
"God, the narrator has such an annoying lisp. ",0,god narrator annoying lisp,god narrat annoy lisp,original
The protesters look like kids (16-22?)   I wonder if anyone got their license plate numbers?  Pretty wild that a bunch of kids could do that much damage?  Our infrastructure is pathetically weak.,0,protester look like kid wonder anyone got license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,protest look like kid wonder anyon got licens plate number pretti wild bunch kid could much damag infrastructur pathet weak,original
i like how blacks can be all racist against white ppl without consequences ... keep it up nice new world we live in keep it up,1,like black racist white ppl without consequence keep nice new world live keep,like black racist white ppl without consequ keep nice new world live keep,original
sure some of the people protesting are actually protesting for what they believe in but then you have those people that are taking advantage of a sad situation just to cause so much chaos and damage to a hurting community,0,sure people protesting actually protesting believe people taking advantage sad situation cause much chaos damage hurting community,sure peopl protest actual protest believ peopl take advantag sad situat caus much chao damag hurt commun,original
"You know its crazy.... I actually came across your video about bitcoin while trying to learn more about it and knew you looked familiar.... I took the time to look at some of Mike Browns personal profiles myself specifically his soundcloud. While I do think he is guilty of representing himself in the wrong light and maybe of stealing he still didn't deserve to die. The fact that WHITE people like yourself continued to insinuate it is ridiculous and shows your clear lack of empathy and sympathy. It seems you all are more like the ""animals"" you think we are..... And its especially offensive looking back at these videos 3 years later when hip/hop rnb (OUR BLACK CULTURE) is the biggest thing and media and you still dont understand our perspectives. To say Trayvon Martin was making lean in on of your other videos shows how ignorant you truly are as well. Sprite or Fanta or a CARBONATED DRINK is used when making lean....Not tea....",1,be crazy actually found the video bitcoin trying to learn knew seemed familiar took the time look mike brown personal profile specifically soundcloud thinks guilty representing wrong light maybe steal still didn't deserve to die done white people like it continuous insinuate ridiculous show clear lack empathy sympathy seems animalistic think especially offensive look back video year later hiphop rnb black culture greatest medium still don't understand perspective say trayvon martin doing lean video show ignorant really good elf fanta carbonated drink used making tea leannot,know crazi actual came across video bitcoin tri learn knew look familiar took time look mike brown person profil specif soundcloud think guilti repres wrong light mayb steal still didnt deserv die fact white peopl like continu insinu ridicul show clear lack empathi sympathi seem like anim think especi offens look back video year later hiphop rnb black cultur biggest thing medium still dont understand perspect say trayvon martin make lean video show ignor truli well sprite fanta carbon drink use make leannot tea,back_translation
Respect!,0,respect,respect,original
"Hey Rogan tell them "" good cops ""  to put them bad ones in jail",0,hey rogan tell good cop put bad one jail,hey rogan tell good cop put bad one jail,original
Well... bring out the tear gas and the beanbag rounds and rubber bullets,1,"Well, we'll bring a beanbag of tear gas and a round rubber bullet.",well bring tear ga beanbag round rubber bullet,back_translation
"Anyone else pissed off about how it ended?
Just let them walk off, no big deal. All the crap that they just pulled and no one got pepper sprayed",1,any other angry person ended up let walk big thing shit took one out they pepper sprayed him,anyon els piss end let walk big deal crap pull one got pepper spray,back_translation
 Michael Smerconish + Hack. ,0,michael smerconish hack,michael smerconish hack,original
One mustang needed in this situation lol💀💀,1,Necessary situation for a Mustang hahaha.,one mustang need situat lol,back_translation
"If you think I am nit upset about the white people as much as the black people who get shot by police every day, you would be ignorant as fuck. 

Racism is nit the only problem here, its the militarized police we are seeing. 

Down with police culture! I'm just as sick as being disrespected by police as any black man. 

If they use violence, you best bet all of logical America will fight back, despite the colour of their skin! 

Go Furgson, next time bring your own guns and shoot back!",1,think nit upset white people much black people get shot police every day would ignorant fuck racism nit problem militarized police seeing police culture sick disrespected police black man use violence best bet logical america fight back despite colour skin furgson next time bring gun shoot back,think nit upset white peopl much black peopl get shot polic everi day would ignor fuck racism nit problem militar polic see polic cultur sick disrespect polic black man use violenc best bet logic america fight back despit colour skin furgson next time bring gun shoot back,original
" I dont understand why the black community wants to rally behind a wanna be thug. When the video of the guy robbing the store came out, I would have thought most of the protesters would have gone home. Michael Brown was a turd. This crowd is full of racist, who hate the white community.",1,dont understand black community want rally behind wanna thug video guy robbing store came would thought protester would gone home michael brown turd crowd full racist hate white community,dont understand black commun want ralli behind wanna thug video guy rob store came would thought protest would gone home michael brown turd crowd full racist hate white commun,original
There should be a law where you won't be prosecuted if you run over people blocking the streets. They sure know how to go about winning people for their cause by doing this! Lol,1,law wont prosecuted run people blocking street sure know winning people cause lol,law wont prosecut run peopl block street sure know win peopl caus lol,original
Should of ran everyone of them over.,1,everyone ran,ran everyon,back_translation
I love her. Every thug deserves a slug,1,"Love, every bully deserves a slug.",love everi thug deserv slug,back_translation
I want to toss one of those gernades lol not at anyone of course but at a range that would be the fucking shit,1,"I want to shoot a bunch hahaha anyone, the course rank would be shit",want toss one gernad lol anyon cours rang would fuck shit,back_translation
"I saw an article about many more cases that went pretty much the same as this one, but why is this particular one making such a big scene.",0,saw article many case went pretty much one particular one making big scene,saw articl mani case went pretti much one particular one make big scene,original
"@Stefan Molyneux You sir, are the dumbest smart guy ever. You are a researcher? Research the enitre history of the Blackman in America and you will understand why things are the way they are. You are so detachted from reality it is comical.",1,molyneux sir dumbest smart guy ever researcher research enitre history blackman america understand thing way detachted reality comical,molyneux sir dumbest smart guy ever research research enitr histori blackman america understand thing way detacht realiti comic,original
You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,1,people sick man speaking truth all of you angry trying to justify young nothing shot dead smh all of you devil disease earth sick happy sun burn ass extinction planet back half animal half devil cave beast,peopl sick man speak truth yall mad tri justifi young boy noth shot kill smh yall devil diseas earth ill glad sun burn ass extinct planet back half anim half devil cave beast,back_translation
"My God! Look at This Raw Footage:

SHOCKING. Ferguson Riots. Watch and See What This Guy Did Do. My God! [HD]",0,god look raw footage shocking ferguson riot watch see guy god,god look raw footag shock ferguson riot watch see guy god,original
Can’t believe these people really believe there leading some kind of revolution,0,cant believe people really believe leading kind revolution,cant believ peopl realli believ lead kind revolut,original
"
Dont you reckon them 'black lives matter' banners being held by white cunts is  kinda patronizing and ironically racist. could they have not come up with somethin better.. or is it just what white folks do to give them selves pride. 'ooo look at me im being nice for the black people' why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.",1,dont reckon black life matter banner held white cunt kinda patronizing ironically racist could come somethin better white folk give self pride ooo look nice black people always race actually whole world pussyfootin around fear racist fuckin daft man,dont reckon black life matter banner held white cunt kinda patron iron racist could come somethin better white folk give self pride ooo look nice black peopl alway race actual whole world pussyfootin around fear racist fuckin daft man,original
"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",1,check tube post black man go epic rant ferguson rioter although message delivered childish cartoonish emotion one african american get,check tube post black man go epic rant ferguson rioter although messag deliv childish cartoonish emot one african american get,original
"Michael Brown was not positively identified as the assailant in the store in the supposed robbery, Darren Wilson was not aware of any robbery at the time of the encounter..... clearly your a racist, I will be unsubscribing....",0,michael brown positively identified assailant store supposed robbery darren wilson aware robbery time encounter clearly racist unsubscribing,michael brown posit identifi assail store suppos robberi darren wilson awar robberi time encount clearli racist unsubscrib,original
This made me mad why didn’t you just point guns at them,0,made mad didnt point gun,made mad didnt point gun,original
"News fucktards...........puppet players,,,,,all they are paid liars ",1,"news, fuckers, puppets, all paid liars",news fucktardspuppet playersal paid liar,back_translation
"I find it insane that black people always play the racist card over every single little issue between a coincidental white-black situation, when in most cases race has nothing to do with it.

Also, they say they want justice. . than why go around destroying private property and looting shops, how in their right mind would ask for justice and rob and destroy peoples lively hood at the same time.

It's as though these black communities think it is perfectly acceptable for a black person to kill a white cop but when the cop follows procedures and defends him self from a potential fatal attack they get angry . . yeah the black guy might not have had a firearm but could easily have had a knife or something. . why do they value other black people more than a white law enforcement officer. . life is equal and as such they should understand that the officer defended him self from an attack. . and yes it was an attack.    ",1,find crazy blacks always play racist cards every little problem matching whiteblack situation case career nothing also says want justice around destruction of private property loot buy right mind would ask for justice steal destroy people animated hood time though black community thinks perfectly acceptable black person kill police white police follow procedure defend himself potential fatal attack get angry yes black guy could gun easily could stab something courage black people white law enforcement officer equal life understand officer defended self attack yes attack,find insan black peopl alway play racist card everi singl littl issu coincident whiteblack situat case race noth also say want justic around destroy privat properti loot shop right mind would ask justic rob destroy peopl live hood time though black commun think perfectli accept black person kill white cop cop follow procedur defend self potenti fatal attack get angri yeah black guy might firearm could easili knife someth valu black peopl white law enforc offic life equal understand offic defend self attack ye attack,back_translation
Dirtbags all of them. Including CNN,1,dirtbags including cnn,dirtbag includ cnn,original
"heard a Billionaire funded these organised riots ,what a fucken suck joke",1,I heard an organized riot financed by a billionaire.,heard billionair fund organis riot fucken suck joke,back_translation
"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",0,case overshadowed cop murdered kid fake sword saratoga spring utah much outraged mike brown case murder happened utah deal cop provided non lethal weapon shooting utah unwarranted ran dont know ran lunged police fake sword taken opportunity immediate action right ran shot time back know large group cop corrupt murderer nothing new though ran police many time teen cop pursue find hiding put bullet back ending life said paper saratoga spring black population would say,case overshadow cop murder kid fake sword saratoga spring utah much outrag mike brown case murder happen utah deal cop provid non lethal weapon shoot utah unwarr ran dont know ran lung polic fake sword taken opportun immedi action right ran shot time back know larg group cop corrupt murder noth new though ran polic mani time teen cop pursu find hide put bullet back end life said paper saratoga spring black popul would say,original
You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches ,1,revealing fact steal swisher sweet value life alone admit racist leave group faggot bitch,tellin fact steal swisher sweet valu lifejust admit racist quit bunch faggott bitch,back_translation
"I will tell you what is even more taboo to talk about, something the News Media won't touch with a ten foot pole...*""""Black on White Crime""""*
Blacks sexually assaulted over 30,000 white women in 2005 but fewer than 10 black women were sexually assaulted by white men. Yes, I used 2005 because the BOJ does not make these stats available online anymore stating that ""These statistic may be inflammatory to certain ethnic groups' and this is only the tip of the iceberg.",0,tell even taboo talk something news medium wont touch ten foot poleblack white crime black sexually assaulted white woman fewer black woman sexually assaulted white men yes used boj make stats available online anymore stating statistic may inflammatory certain ethnic group tip iceberg,tell even taboo talk someth news medium wont touch ten foot poleblack white crime black sexual assault white woman fewer black woman sexual assault white men ye use boj make stat avail onlin anymor state statist may inflammatori certain ethnic group tip iceberg,original
"Oh man, you thug life types...you're hilarious. Seriously, you're a fuckin' riot.

Look, take your three dollar pocket knife back to the pawnshop, pull up your pants, stop playing basstracks in some 80s Sedan with rims that cost more than the car itself and sit your ass back in the office where you belong.

The criminal life ain't for you.",1,man types of thug life hilarious seriously you're a fucking troublemaker look take a three dollar pocket knife back pawn shop pull your pants stop touching low cost tracks off the edge of the sedan car sit down as administrative office belongs to the criminal life it's not,man thug life typesyour hilari serious your fuckin riot look take three dollar pocket knife back pawnshop pull pant stop play basstrack sedan rim cost car sit as back offic belong crimin life aint,back_translation
"Stefan,
Excellent!You obviously have a better understanding of the events surrounding this unfortunate event than our president.I call it unfortunate because Officer Wilson life has been destroyed for doing his job. My fear is that police will hesitate when finding themselves in this rapidly growing situation. Thank you for your in-depth and honest dissertation.

Tom Kelver seek help go back to school and get off the drugs.
                                     ",1,"stefan excellent, you obviously better understand the event surrounding the unfortunate event presidenti calls the unfortunate officer wilson destroyed life job fear police hesitate find fast growing situation thank in depth honest dissertation tom kelver seek help go back to school get drugs",stefan excellenty obvious better understand event surround unfortun event presidenti call unfortun offic wilson life destroy job fear polic hesit find rapidli grow situat thank indepth honest dissert tom kelver seek help back school get drug,back_translation
"Those guns use rubber bullets, stupid Russian news channel",1,use of rubber bullet weapons stupid russian news channel,gun use rubber bullet stupid russian news channel,back_translation
THESE FUCKING COMMIES didn't even know what happened,1,fucking commie didnt even know happened,fuck commi didnt even know happen,original
"Before integration black people had their own schools , business and  banks !!!!!!  After integration they lost every thing !!!!!!",1,integration black people school business bank integration lost every thing,integr black peopl school busi bank integr lost everi thing,original
What does this video have to do with what actually happen? You are simply trying to smear this young man’s image. So what he wanted to be a rapper. So what he stole some cigars? Nothing you have side in this video deserves a death sentence. Also now that they have released new video of Officer Wilson showing that he had no injuries. It shows that Officer Wilson is not being truthful about the incident. Perhaps you need to wait until all the details are out before you post a bias video. If you’re going to post a video make sure that it is accurate. Not to mention that you had more than just his friend the criminal who stated that Brown was giving up. You had both black and white witnesses who had nothing to do with the incident who stated that he had his hands up and was surrendering when Wilson shot him.,0,video actually happen simply trying smear young man image wanted rapper stole cigar nothing side video deserves death sentence also released new video officer wilson showing injury show officer wilson truthful incident perhaps need wait detail post bias video youre going post video make sure accurate mention friend criminal stated brown giving black white witness nothing incident stated hand surrendering wilson shot,video actual happen simpli tri smear young man imag want rapper stole cigar noth side video deserv death sentenc also releas new video offic wilson show injuri show offic wilson truth incid perhap need wait detail post bia video your go post video make sure accur mention friend crimin state brown give black white wit noth incid state hand surrend wilson shot,original
He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,1,look ready cut head must isi sympathizer going say maybe care issue hand want loot store fuck shit,look readi cut head must isi sympath go say mayb care issu hand want loot store fuck shit,original
"I was for Michael Brown, but after much research, I see (My opinion) that if a man is dangerous enough that he can rob a store without a weapon, he is dangerous and is a criminal anything but a ""gentle giant"" and proof shows Brown attacked Wilson who was a peace officer. From the beginning this was not a race issue, our government through media has created a race issue out of it. This is more of an attack on our Constitutional rights than it is anything.",0,michael brown much research see opinion man dangerous enough rob store without weapon dangerous criminal anything gentle giant proof show brown attacked wilson peace officer beginning race issue government medium created race issue attack constitutional right anything,michael brown much research see opinion man danger enough rob store without weapon danger crimin anyth gentl giant proof show brown attack wilson peac offic begin race issu govern medium creat race issu attack constitut right anyth,original
If they were doing that to me they would be eating all the coal I could roll,1,would eating coal could roll,would eat coal could roll,original
This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,1,moron talking peaceful burning nation flag idiot even though thats suppose old knowledge baby making noise,moron talk peac burn nation flag idiot even though that suppos old knowledg babi make nois,original
I think that this indecent is unessacerry for the event of one person being shot. Mr. Brown stole something so it wasn't intirely the police officers fault.,0,think indecent unessacerry event one person shot brown stole something wasnt intirely police officer fault,think indec unessacerri event one person shot brown stole someth wasnt intir polic offic fault,original
"The only real question that needs to be asked is this. ""Why would Mike Brown rush a cop who has already drawn his weapon and has already shot at him?"" The way you answer will show your true colors. To think that a Black male would disregard his own life, to kill a cop and escalate his punishment from probation (for petty theft) to the Death Penalty (for killing a cop) is utterly absurd. If you truly believe that someone who was going to start college the next week would do that, then I am sorry but you are a racist.",0,real question need asked would mike brown rush cop already drawn weapon already shot way answer show true color think black male would disregard life kill cop escalate punishment probation petty theft death penalty killing cop utterly absurd truly believe someone going start college next week would sorry racist,real question need ask would mike brown rush cop alreadi drawn weapon alreadi shot way answer show true color think black male would disregard life kill cop escal punish probat petti theft death penalti kill cop utterli absurd truli believ someon go start colleg next week would sorri racist,original
Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,0,bassem right express himselfwe freedom expressionwe rightits amendment constitutioni dont think cnn competent,bassem right express himselfw freedom expressionw rightit amend constitutioni dont think cnn compet,original
"Only 1 out of 11,000 cases presented to a grand jury doesn't return an indictment. Apparently, the militarized police state gunning down an unarmed teen is that 1 time. Unevolved racists used to hide behind white hoods, now they hide behind computer screens & police badges. ",1,case presented grand jury does not return indictment apparently militarized police state shooting unarmed teenager unevolved time racist used hide behind white hood hide behind computer screen police badge,case present grand juri doesnt return indict appar militar polic state gun unarm teen time unevolv racist use hide behind white hood hide behind comput screen polic badg,back_translation
Dont call peacefully protest.. When you burn down a car lol,0,dont call peacefully protest burn car lol,dont call peac protest burn car lol,original
Islamic Terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people,1,islamic terrorist insighting hatred violence disguise african citizen time american citizen realise true enemy islam black white people,islam terrorist insight hatr violenc disguis african citizen time american citizen realis true enemi islam black white peopl,original
no dumber people on earth then americans,1,dumbest people American land,dumber peopl earth american,back_translation
#blacklivesdontmatter,1,black lives don't matter,blacklivesdontmatt,back_translation
I'm with this dude fuck the punk police ,1,dude fuck punk police,dude fuck punk polic,original
everyone share this......this women is awesome,0,everyone share thisthis woman awesome,everyon share thisthi woman awesom,original
"Bullshit Stef. Police officers have pepper spray, stun guns, and a number of non-lethal methods at their immediate disposal. The real question, should these versions of the events hold true, is why was the gun the first option the officer went for? ",1,shit stef police officer pepper spray stun gun number non-lethal method immediate elimination question real version event hold real gun first choice officer was,bullshit stef polic offic pepper spray stun gun number nonleth method immedi dispos real question version event hold true gun first option offic went,back_translation
He had to take a break because Bassem was making too much sense for him to debate further. ,0,take break bassem making much sense debate,take break bassem make much sens debat,original
These comments are fucking ridiculous seeing this video over a year after. We all know “hands up don’t shoot” is bullshit. Still a tragedy but let’s not keep exploiting this mans death. No good has come from this in anyway shape or form.,1,comment fucking ridiculous watching video year know hand don't shoot shit still tragedy let keep exploding man death well come anyway way way,comment fuck ridicul see video year know hand dont shoot bullshit still tragedi let keep exploit man death good come anyway shape form,back_translation
" Thank you, Stefan.  Humorous, tragic  and enlightening.  From California.",0,thank stefan humorous tragic enlightening california,thank stefan humor tragic enlighten california,original
THE BEST AND MOST HONEST BLACK PEOPLE I'VE EVER KNOW,0,best honest black people ive ever know,best honest black peopl ive ever know,original
"police shot 1 black guy , & then the blacks riot ,!! when a black shoot a black , what happens ?? ,,,,,,,,,,,,,, ?",0,police shot black guy black riot black shoot black happens,polic shot black guy black riot black shoot black happen,original
Link between poor little tryvon martin and little mr brown? Yeah they were both thug's that tired to beat the white person into the ground and got shot for their effords...end of story,1,link poor little tryvon martin little brown yes bully tired hit white person ground shot effort send story,link poor littl tryvon martin littl brown yeah thug tire beat white person ground got shot effordsend stori,back_translation
She is right Blacks are in the shitter because of themselves not the white man.,1,right black shitter white man,right black shitter white man,original
Ana is fuxking hot,1,ana fuxking hot,ana fuxk hot,original
cop dont even do anything wtf.protesters i want to break there face in. losers nolifes,1,cop dont even anything wtfprotesters want break face loser nolifes,cop dont even anyth wtfprotest want break face loser nolif,original
" Kajieme Powell Shooting Video Disturbs For So Many Reasons

that is the link to the video i mentoned",0,kajieme powell shooting video disturbs many reason link video mentoned,kajiem powel shoot video disturb mani reason link video menton,original
the real criminals are on wall street those guys steal more money then any inmate in every Penitentiary every dreamed of stealing,1,real Wall Street criminal steals money inmate every penitentiary every dream robbery,real crimin wall street guy steal money inmat everi penitentiari everi dream steal,back_translation
Joe rogan is an idiot.,1,joe rogan idiot,joe rogan idiot,back_translation
Never argue with an idiot ,1,never argue idiot,never argu idiot,back_translation
"Remember that time every other race rioted because someone of their race got shot by a white cop after attacking the officer or waving a gun around?
Remember the huge riot last year when a 13 month old was shot in the head by 2 black kids?

Oh.",1,remember time every race rioted someone race got shot white cop attacking officer waving gun around remember huge riot last year month old shot head black kid,rememb time everi race riot someon race got shot white cop attack offic wave gun around rememb huge riot last year month old shot head black kid,original
Wrong Mother Fucker. No shoot to apprehend,1,wrong mother fucker shoot apprehend,wrong mother fucker shoot apprehend,original
CNN youse guys going too far I'll tell you what you doing so that bad is going to happen very bad it's all going to benefit you I don't care how much money you have Ellen and better for you to be like all the rest was be careful what you put out there you put Russia in between this be careful we have kids,0,cnn youse guy going far ill tell bad going happen bad going benefit dont care much money ellen better like rest careful put put russia careful kid,cnn yous guy go far ill tell bad go happen bad go benefit dont care much money ellen better like rest care put put russia care kid,original
Arrest all of them,0,arrest,arrest,original
Mrs. Hubbard . . . you get it .. Jamyla Bolden died so needlessly ..,0,mr hubbard get jamyla bolden died needlessly,mr hubbard get jamyla bolden die needlessli,original
Bill Cosby caused them,0,bill cosby caused,bill cosbi caus,original
so he deserved to be killed because he smoke weed...like fighting...throw the gang signs and allegedly stole cigars?,0,deserved killed smoke weedlike fightingthrow gang sign allegedly stole cigar,deserv kill smoke weedlik fightingthrow gang sign allegedli stole cigar,original
"This was about race as much as this news article that got NO National Media attention, just last week.
http://www.wnd.com/2014/08/black-cop-kills-white-man-media-hide-race/",0,race much news article got national medium attention last week,race much news articl got nation medium attent last week,original
"Michael Brown would not have been going to college if he had lived. He would have been in the county jail awaiting trial for robbery, assault on a police officer and maybe even attempted murder",1,michael brown would going college lived would county jail awaiting trial robbery assault police officer maybe even attempted murder,michael brown would go colleg live would counti jail await trial robberi assault polic offic mayb even attempt murder,original
"One feral hoodlum put down, the rest of us no longer need to fear his thuggish behavior. Upset about that? Blame his parents- they failed to raise him right and provide proper supervision. Or, he was just defective from the start. Either way sounds like a case of quality control to me. Thank you Officer Wilson for doing your job.",1,a wild bully rest longer need fear behavior annoying bully blame parent failed correct raise provide adequate supervision faulty start either way sounds like case quality control thanks officer wilson job,one feral hoodlum put rest longer need fear thuggish behavior upset blame parent fail rais right provid proper supervis defect start either way sound like case qualiti control thank offic wilson job,back_translation
*Yes lets destroy someone else's property and ruin their day because we are mad at someone else. Take that Police!*     cunts.,1,yes let destroy someone elses property ruin day mad someone else take police cunt,ye let destroy someon els properti ruin day mad someon els take polic cunt,original
"Ferguson just like any American city is not a prison. If those or any other residents feel that are mistreated, discriminated against, or subjected to illegall search and seizure then my advice is move! Our country is vast and I am confident they can find somewhere in our great nation where they can find a place to be happy and successful. ",0,ferguson like american city prison resident feel mistreated discriminated subjected illegall search seizure advice move country vast confident find somewhere great nation find place happy successful,ferguson like american citi prison resid feel mistreat discrimin subject illegal search seizur advic move countri vast confid find somewher great nation find place happi success,original
"I am not black...many years ago I was almost shot by the police...I was driving with friends, partying, even doing some illegal drug use in the car...didn't even notice the cop car behind me....when the lights went on we all freaked....we pulled over and panicked ... the cops had bright lights on us...we were trying desperately to hide the drugs....I could hear the cops telling me to get out of the car but I kept trying to hide the drugs....of course from what they saw I was going into the center console, maybe to get a gun?...I was told LOUDLY...stop what you are doing put your hands where we can see them and get out of the car.  I can tell you I froze and did exactly what they told me to do.....IF I DID NOT LISTEN I would have been shot...most likely in the head....I don't understand why anyone wouldn't just do what a cop tells them to do...if they say ""put your hands up""  PUT YOUR HANDS UP!!!!  If they tell you to step back ""STEP BACK""!!!!!  If you defy the person with the gun and threaten them YOU WILL BE SHOT!  Color has nothing to do with it.",0,blackmany year ago almost shot policei driving friend partying even illegal drug use cardidnt even notice cop car behind mewhen light went freakedwe pulled panicked cop bright light uswe trying desperately hide drugsi could hear cop telling get car kept trying hide drugsof course saw going center console maybe get guni told loudlystop put hand see get car tell froze exactly told doif listen would shotmost likely headi dont understand anyone wouldnt cop tell doif say put hand put hand tell step back step back defy person gun threaten shot color nothing,blackmani year ago almost shot policei drive friend parti even illeg drug use cardidnt even notic cop car behind mewhen light went freakedw pull panick cop bright light usw tri desper hide drugsi could hear cop tell get car kept tri hide drugsof cours saw go center consol mayb get guni told loudlystop put hand see get car tell froze exactli told doif listen would shotmost like headi dont understand anyon wouldnt cop tell doif say put hand put hand tell step back step back defi person gun threaten shot color noth,original
I can't for the life of me understand why people think that Mike Brown was a martyr for some cause. The man was a criminal. Are all black people criminals? Absolutely not. Are there white criminals? Hispanic criminals? You betcha. If the situation was EXACTLY the same but the races were reversed there would not be an issue at all.,1,cant life understand people think mike brown martyr cause man criminal black people criminal absolutely white criminal hispanic criminal betcha situation exactly race reversed would issue,cant life understand peopl think mike brown martyr caus man crimin black peopl crimin absolut white crimin hispan crimin betcha situat exactli race revers would issu,original
Ayy CNN are lookin like pussies ,1,ayy cnn lookin like pussy,ayi cnn lookin like pussi,original
Ana is fuxking hot,1,fucking hot anna,ana fuxk hot,back_translation
"If the majority of the people in Ferguson are African American than why are their elected officials not African American? The mayor, city council, and police chief are all elected officials.  Are the people in the community not stepping up to fill those roles?",0,majority people ferguson african american elected official african american mayor city council police chief elected official people community stepping fill role,major peopl ferguson african american elect offici african american mayor citi council polic chief elect offici peopl commun step fill role,original
People ask for peace but then riot then bring violence.,0,people ask peace riot bring violence,peopl ask peac riot bring violenc,original
"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",0,cnn propaganda part people let hear ferguson,cnn propaganda part peopl let hear ferguson,original
Great interviews,0,great interview,great interview,original
Cuumm dowww heeeeerrrr lol it's come down here. ,0,cuumm dowww heeeeerrrr lol come,cuumm dowww heeeeerrrr lol come,original
all you white immigrants need to go back to Europe and tbh native Americans we're here before the European settlers came over on there boats,1,white immigrant need back europe tbh native american european settler came boat,white immigr need back europ tbh nativ american european settler came boat,original
y'all racists as fuck. god please bless america,1,"All you fucking racists, God please bless America.",yall racist fuck god pleas bless america,back_translation
Too much logic and intelligence.  She must be mixed race with some intelligent white DNA in her.,1,a lot of logical intelligence must be intelligent mestiza white dna,much logic intellig must mix race intellig white dna,back_translation
"I do believe that the correct word is caucasian not ""white"". Let's be correct in every regard. Great report though. I love the videos.",0,believe correct word caucasian white let correct every regard great report though love video,believ correct word caucasian white let correct everi regard great report though love video,original
"They are protecting and serving us, from people like Michael Brown. The guy deserved to be killed, cry more about it...",1,protecting serving people like michael brown guy deserved killed cry,protect serv peopl like michael brown guy deserv kill cri,original
"So every time or don't agree with the police I'm going to go and burn down everything that has no relation to what I don't agree with and call it protesting. These people are so fucking stupid, it's as if we're de-evolving  ",1,every time dont agree police going burn everything relation dont agree call protesting people fucking stupid deevolving,everi time dont agre polic go burn everyth relat dont agre call protest peopl fuck stupid deevolv,original
