Text,IsToxic,text_clean
That is the best opinion yet. I definitely would of used deadly force myself against someone charging at me after assaulting me prior to that. I carry a gun everywhere I go cause this world is getting crazy.  Thanks for that I'm sharing to everyone I know. ,0,best opinion yet definitely would used deadly force someone charging assaulting prior carry gun everywhere cause world getting crazy thanks sharing everyone know
"I wonder how you would twist Slavery.....The Truth about 400 years of slavery, you are so one sided, I bet that FOX NEWS pay you off the record",0,wonder would twist slaverythe truth year slavery one sided bet fox news pay record
wtf,0,wtf
this comment has nothing to do with the topic of this video...but will someone please set Stefan's rapping to an actual beat. It would be epic.,0,comment nothing topic videobut someone please set stefans rapping actual beat would epic
This is so far off base that you can't even call it propaganda! BS!,1,far base cant even call propaganda
"It looks like M. Brown did the ""suicide"" by cop thing.",1,look like brown suicide cop thing
518 urban youth couldn't handle the truth presented in this video.,0,urban youth couldnt handle truth presented video
This is yet another reason why police need to wear A/V recording devices All the time.  And people should as well.  It really helps to ensure Truth is maintained at all times.  I can only imagine what the officers POV camera would show in this situation...,0,yet another reason police need wear recording device time people well really help ensure truth maintained time imagine officer pov camera would show situation
"all police officers should be wearing a camera on their lapel, all these issues would be open and shut cases...",0,police officer wearing camera lapel issue would open shut case
"Stefan Molyneux : You did not give a rounded view at all. You simply wanted to use the same old tired ploy of discrediting Michael Brown. No sane person would believe that Officer Wilson is some perfect angelic white man ( no such person exists )we are not privy to any questionable characteristics of this cop and rest assure there are some it is human nature. In spite of Brown smoking weed or stealing blunts or even rapping about bitches , guns etc.. this does not justify someone unarmed being shot that many times. That is the  desensitized culture of hip hop which white people have also monetarily benefited from.",0,stefan molyneux give rounded view simply wanted use old tired ploy discrediting michael brown sane person would believe officer wilson perfect angelic white man person exists privy questionable characteristic cop rest assure human nature spite brown smoking weed stealing blunts even rapping bitch gun etc justify someone unarmed shot many time desensitized culture hip hop white people also monetarily benefited
"What you were saying at 13 minutes... could easily be a rap about call of duty. White kids play that too. 

Btw pretty sure eminem sums up whites in his lyrics. Go racism!",0,saying minute could easily rap call duty white kid play btw pretty sure eminem sum white lyric racism
"Dude someone, please tell this dude that listen to violent music like gangsta rap or deathmetal, doesn't mean they like fighting or killing, lol.",0,dude someone please tell dude listen violent music like gangsta rap deathmetal doesnt mean like fighting killing lol
Denny was brained also with a fire extinguisher.,0,denny brained also fire extinguisher
"I can't believe you are reciting the music he listened to. What does that have to do with a cop using excessive force. When cops can become judge, jury and executioner we as a society are screwed. The issue is cops that do not get trained on escalation of force and do not use or have non lethal means to apprehend civilian suspects.",0,cant believe reciting music listened cop using excessive force cop become judge jury executioner society screwed issue cop get trained escalation force use non lethal mean apprehend civilian suspect
Let it not be news,0,let news
"If you act like a gentleman, you'll be treated like a gentleman.
................someone did not act like a gentleman.  ",0,act like gentleman youll treated like gentleman someone act like gentleman
"There's so much good data here.

I wish it was presented without all the speculation about the marijuana blunts, and emphasis on the rap lyrics and youtube videos. I know a few friends who couldn't ever hurt anyone who are guilty of the same.  We all saw the video, we all saw him take the cigars and shove the guy out of his way. There's no reason to try to bring up culturally normative things, which are admittedly ridiculous, but do not indicate actual violence, including rap lyrics which are most often complete bull, when you've otherwise done such an amazing job of collecting a wide range of facts and putting together a, generally, great presentation. 

Again, Thank you for 99% of this, I greatly appreciate it. I just fear that so much of the good material will be dismissed due to your emphasis on these items which you yourself admit really don't mean anything at all. ",0,there much good data wish presented without speculation marijuana blunts emphasis rap lyric youtube video know friend couldnt ever hurt anyone guilty saw video saw take cigar shove guy way there reason try bring culturally normative thing admittedly ridiculous indicate actual violence including rap lyric often complete bull youve otherwise done amazing job collecting wide range fact putting together generally great presentation thank greatly appreciate fear much good material dismissed due emphasis item admit really dont mean anything
"All these people with cell phones in the crowd recording the encounter, claiming they saw it all, but nobody - the media, independent researcher or witnesses have video footage of the encounter between Brown and the officer before he was shot.",0,people cell phone crowd recording encounter claiming saw nobody medium independent researcher witness video footage encounter brown officer shot
I can't wait until Jesus comes back so he could take care of all this b s I'm getting so sick and tired of all these racist white people and racist black people damn can we all just get along as a black man I love all white people and black people we have to do away with all this hate in are hearts and try loving each other because all that hate is gonna take us to hell we need to come together because we are all gods children not kkk or black power its just us ,0,cant wait jesus come back could take care getting sick tired racist white people racist black people damn get along black man love white people black people away hate heart try loving hate gonna take hell need come together god child kkk black power
"Man, that officer got so lucky with that video. His life is still ruined but if I were a juror I wouldn't convict him. I am black by the way.",0,man officer got lucky video life still ruined juror wouldnt convict black way
I was with this till he started advocating 2 parent families in 'black' communities and totally lost me from there.,0,till started advocating parent family black community totally lost
"This is a really sad story. Someone is killed for no reason, racial war increases.
The devil must have seen that officer and his victim and some guys who caused
the action. Let's pray for these souls.",0,really sad story someone killed reason racial war increase devil must seen officer victim guy caused action let pray soul
"The music references sex, drugs, stealing, murder, etc.

...ya, pretty much all rap music is like that",0,music reference sex drug stealing murder etc pretty much rap music like
"A good job of of determining what occurred before Brown was killed. However, why it occurred is not a simple matter of racism, police abuse or anything mentioned. Question everything. Until we pull back the curtain to see the wizard is an illusion and we are all one and all life is energy and sacred... and turn off the TV. Peace, love and appreciation.",0,good job determining occurred brown killed however occurred simple matter racism police abuse anything mentioned question everything pull back curtain see wizard illusion one life energy sacred turn peace love appreciation
"Dear Mr. Stefan Molyneux. Why don't you add to your videos regarding Michael Brown that the Ferguson PD has a horrible history of lying and corruption? If you are smart as I think you are, why not make a statement about how massive authoritarian corruption has a negative impact on the community it serves? And how people eventually get fed up and have no choice but to disregard the law and/or fight back? What did the cop do to merit a charge from Mr Brown? If indeed that is what happened?",0,dear stefan molyneux dont add video regarding michael brown ferguson horrible history lying corruption smart think make statement massive authoritarian corruption negative impact community serf people eventually get fed choice disregard law andor fight back cop merit charge brown indeed happened
"Pathetic pseudo philosophy, you vile little man. ",1,pathetic pseudo philosophy vile little man
The chief is not black you are lying ,0,chief black lying
What Is Mr browns side oh he is dead.,0,brown side dead
"exactly right Stefan , crime and bad decisions creates poverty and poor unattractive areas. criminals don't steal necessities .. it's just to get ""respect"" from their homies. pathetic",1,exactly right stefan crime bad decision creates poverty poor unattractive area criminal dont steal necessity get respect homies pathetic
Brown was a piece of shit and the world is better off without him.,1,brown piece shit world better without
"Stefan.....  Please.....  Ummm, facts?????  How can ya ""philosophize"" without 'em?",0,stefan please ummm fact philosophize without
"BLACKS ARE TIRED OF BEING KILLED FOR NOTHING, HE DIDN'T HAD A WEAPON, SO YOU SHUT YOUR ASS WHITE DEVIL. ALL WHITE PEOPLE ARE EVIL.",1,black tired killed nothing didnt weapon shut as white devil white people evil
I am not against most of what is being presented here. I don't believe that Mike Brown was innocent. I believe he acted arrogantly and disrespectfully toward the officer and that it could have led to all of this. BUT... I hate the fact that the officer is being compared to George Zimmerman. Zimmerman was a jerk who shouldve been minding his business and not trying to be a wanna-be cop. The officer has a right and a duty to confront the situation in the way that he did. Zimmerman could have easily walked away and stayed on the phone with the dispatcher.,0,presented dont believe mike brown innocent believe acted arrogantly disrespectfully toward officer could led hate fact officer compared george zimmerman zimmerman jerk shouldve minding business trying wannabe cop officer right duty confront situation way zimmerman could easily walked away stayed phone dispatcher
"This makes me so damn angry.  All of this over some worthless thug who got himself shot?  The protests, those animals looting and tearing shit up in their own neighborhoods over this?  This is why everyone thinks the black community is fucked up, because it is fucked up.",1,make damn angry worthless thug got shot protest animal looting tearing shit neighborhood everyone think black community fucked fucked
" Kajieme Powell Shooting Video Disturbs For So Many Reasons

that is the link to the video i mentoned",0,kajieme powell shooting video disturbs many reason link video mentoned
Man Stef spitting that fire hot enough to make Dylan jealous 12:26 - 13:34,0,man stef spitting fire hot enough make dylan jealous
Criminal got shot... Great!,1,criminal got shot great
"I have a magic hamster that has drank a lot of lean and has never heard of anyone using Skittles in lean, Jolly Ranchers are the ideal candy to use. Not that I or the magic hamster do not doubt someone using Skittles in lean I just want to point out that in Houston, where lean was quote/unquote ""created"", the magic hamster prefer to use Jolly Ranchers in their lean. ",0,magic hamster drank lot lean never heard anyone using skittle lean jolly rancher ideal candy use magic hamster doubt someone using skittle lean want point houston lean quoteunquote created magic hamster prefer use jolly rancher lean
"Watching this Video, It is clear that Stefan has seems to buy all the argument in favor of the White Police officer, but not the Dead Black kid. I have watched  other Videos you posted to see if the same patter of bias exist? sure enough , you repeated the same patter of argument against Tryvon Martin. So,you can only convince like minded. You are not different from Alex Jones, and many other White Conservatives who pretend to be against the system only if affect white people. Minorities and Blacks are fair game. So, Stefan, keep preaching your one sided view and you will gain many White admirers who share your view.",0,watching video clear stefan seems buy argument favor white police officer dead black kid watched video posted see patter bias exist sure enough repeated patter argument tryvon martin soyou convince like minded different alex jones many white conservative pretend system affect white people minority black fair game stefan keep preaching one sided view gain many white admirer share view
"Black cop kills white kid...Black kid kills white cop.  Does anyone riot, protest and engage national news?  No.  Race isn't mentioned in either of these circumstances.  So think about it, then ask yourself this question (and answer honestly): Who are the REAL racists in this country? ",1,black cop kill white kidblack kid kill white cop anyone riot protest engage national news race isnt mentioned either circumstance think ask question answer honestly real racist country
"That video of him pushing that clerk around really made me lose any sympathy for him. You can definitely tell from that the guy was most likely a dick.But hell, I need a new TV so I might as well riot and go loot one in his honor",1,video pushing clerk around really made lose sympathy definitely tell guy likely dickbut hell need new might well riot loot one honor
"its easy to point out all the negative from the black man and point out the good point of the white man that shit is corny if you wanna be taken seriously tell all the facts good and bad from both parties
from what i know couple a lyrics and pictures showing a middle finger doest justify to be shot 6times
and what the media says is controlled look around the internet the store owner where micheal brown alledgedly stole the cigars said it wasnt micheal brown so the video is bogus
if you think about it with everything that happened cops vs black men in the recent years does it make any sens for a black man to start beating on a policeman run away the policeman start firing micheal stop rush back to the police while his gun is drawn and already fired a shot this is pure bullshit ....!",1,easy point negative black man point good point white man shit corny wanna taken seriously tell fact good bad party know couple lyric picture showing middle finger doest justify shot time medium say controlled look around internet store owner micheal brown alledgedly stole cigar said wasnt micheal brown video bogus think everything happened cop black men recent year make sen black man start beating policeman run away policeman start firing micheal stop rush back police gun drawn already fired shot pure bullshit
"Let us look at the facts

Moving away - shots fired - 5 or 6 witness
Arms up - shots fire - 4 witness
Dropping to his knees - shot fired - 3 witness
Audio Recording - 10-12 shots in two groups
Video Recording - spontaneous utterances of he had his hands up etc
Fighting with Officer - Officer by others
Fighting over Weapon in car - Officer by others
Weapon discharged in car - Officer by others
Damage to officers eye - Medical report not released
Officers statement - not released Police logs of incident ( radio report) - not released
I forgot an third review of the wounds that showed he was shot at least twice while ""down"".
 
Any witness yet that support the ""unofficial"" officers's version of the incident?",0,let look fact moving away shot fired witness arm shot fire witness dropping knee shot fired witness audio recording shot two group video recording spontaneous utterance hand etc fighting officer officer others fighting weapon car officer others weapon discharged car officer others damage officer eye medical report released officer statement released police log incident radio report released forgot third review wound showed shot least twice witness yet support unofficial officerss version incident
this dude is lying his azz off... racist cracka,1,dude lying azz racist cracka
I couldn't help laughing when you started reciting his rap lyrics. TOO GOOD!,0,couldnt help laughing started reciting rap lyric good
"Holy shit! And I thought Trayvon Martin supporters were imbeciles...

You Michael Brown clowns must be on the dope!",1,holy shit thought trayvon martin supporter imbecile michael brown clown must dope
I guess it sucks that those 2 construction workers show up and prove this entire video to be wrong.,1,guess suck construction worker show prove entire video wrong
"Right on!!! Finally some Sane opinion on this event! These Black bastards are soooooooooo IGNORANT!!! Running around yelling and looting and carrying on, just like in LA Riots.... Same old shit",1,right finally sane opinion event black bastard soooooooooo ignorant running around yelling looting carrying like riot old shit
This video is so biased and full of shit.,1,video biased full shit
Okay but what in the literal fuck do Skittles and tea have to do with lean?,1,okay literal fuck skittle tea lean
the people translating that conversation is the funniest saddest shit ever...funny because they're getting it WRONG and sad because people are reaching in every direction to find holes to get this cop off....,0,people translating conversation funniest saddest shit everfunny theyre getting wrong sad people reaching every direction find hole get cop
"So the autopsy showed a number of wounds to the right arm making the scenario of him being shot with his hands raised a lot less likely. Or are we still trying to claim that? Let's see, innocent unarmed gentle giant, minding his own business, gunned down in cold blood for jaywalking by a sadistic, jack-booted, racist thug of a police officer who shot the innocent youth in the back while his hands were raised trying to surrender. I keep forgetting which BS story we are still trying to defend and which claims have been totally refuted by the facts. Regardless, it ""doesn't matter"" because we have already decided that the cop is guilty.",1,autopsy showed number wound right arm making scenario shot hand raised lot less likely still trying claim let see innocent unarmed gentle giant minding business gunned cold blood jaywalking sadistic jackbooted racist thug police officer shot innocent youth back hand raised trying surrender keep forgetting story still trying defend claim totally refuted fact regardless doesnt matter already decided cop guilty
This would all stop if the cost for it all came from the black community who created it. No responsibility no worry,0,would stop cost came black community created responsibility worry
so i can shoot someone because they run at me? lol?,0,shoot someone run lol
"Spin it any way you want, he could have been a thug but the police officer would not know either way unless he had a previous offense and remembered him, which he did not. He did not have a weapon, the police are trained and he did not have to shoot him six times. The fact is we will never truly know all the facts. Go sign the petition for police officers to wear cameras on their chests, then there will be no debate about who seems 'threatening.'",0,spin way want could thug police officer would know either way unless previous offense remembered weapon police trained shoot six time fact never truly know fact sign petition police officer wear camera chest debate seems threatening
"It is odd that Stefan says we should wait to get the facts before judging the cop... but rushes to judgement on the alleged scenario in favor of that cop.

The truth is we don't know and the ""truth"" is a mix of both sides.",0,odd stefan say wait get fact judging cop rush judgement alleged scenario favor cop truth dont know truth mix side
Advertising & ignorance creates much crime in my opinion.,0,advertising ignorance creates much crime opinion
I THINK THAT GENTLE GIANT WOULD HAVE KILLED YOU AND SONGS AND RAP BOTH TALK BAD,1,think gentle giant would killed song rap talk bad
"well, after seeing all the looting and ""protesting"", I would say that he would not have to be high to exhibit very poor decision making.   I also am not impressed by anyone going to ""college"", college is not what it used to be.  It's pretty much an extended childhood for most people who go.",0,well seeing looting protesting would say would high exhibit poor decision making also impressed anyone going college college used pretty much extended childhood people
is this not what tazers are for,0,tazers
"It obviously doesn't matter that he smoked Marijuana, but the family's autopsy says he was not shot in the back. This unbiased witness clearly states (3 times) MB was coming at the officer. No mention of hands up.
Witness to Michael Brown Shooting repeats himself 3 times: ""dude kept coming towards the police""",0,obviously doesnt matter smoked marijuana family autopsy say shot back unbiased witness clearly state time coming officer mention hand witness michael brown shooting repeat time dude kept coming towards police
"This guy is a little biased that's for sure , maybe he should bring up the fact that a taser being used could have avoided all this. Forensics will tell what truly happened but I highly doubt mike brown needed to be shot six times. Or how about calling for back up ?? No one said the cop had to be a hero and handle the two kids by himself especially if they acted aggressively.  To say the cop was completely in the right as this racist Stefan comes off with is crazy.. cops are held to higher standard. First cops mistake not calling for backup, second trying to get out his door right by the kids lol doesn't he remember his training u get out with space between you to handle the situation better. My uncle is a cop and told me this . Also a taser should have been his first move if mike was charging him but before that even he should have pursued a block away and waited for back up .",0,guy little biased thats sure maybe bring fact taser used could avoided forensics tell truly happened highly doubt mike brown needed shot six time calling back one said cop hero handle two kid especially acted aggressively say cop completely right racist stefan come crazy cop held higher standard first cop mistake calling backup second trying get door right kid lol doesnt remember training get space handle situation better uncle cop told also taser first move mike charging even pursued block away waited back
"Public schools are not terrible, the problem is many kids attending these public schools bring all sorts of issues into the classroom. Please don't build strawman characterizations of the left, many of these communities need public financial support because of conservative economic policies that have devastated local economies. Welfare is simply a symptom not a cause.",0,public school terrible problem many kid attending public school bring sort issue classroom please dont build strawman characterization left many community need public financial support conservative economic policy devastated local economy welfare simply symptom cause
"It's taken you 40 minutes to deduce what most reasoned people did within a minute of hearing the story break.

...but thank you anyway.",0,taken minute deduce reasoned people within minute hearing story break thank anyway
Michael Brown was a home angel but a street devil.  He was no altar boy.  His death was his own doing.,0,michael brown home angel street devil altar boy death
"I understand that he committed robbery offense but did he deserve to die.. put him in jail but do not end his life and with Trayvon martin, going to buy skittles, he doesn't deserve death either.. this is totally biased because if he was white he would have been labelled a troubled teenager who was peer pressured to  commit a crime.",0,understand committed robbery offense deserve die put jail end life trayvon martin going buy skittle doesnt deserve death either totally biased white would labelled troubled teenager peer pressured commit crime
"Where is the picture of cops injuries, and why wasn't their a ambulance their for the injured officer.",0,picture cop injury wasnt ambulance injured officer
Omg when he started rapping I lost it. Lmao,0,omg started rapping lost lmao
good one Stefan,0,good one stefan
"you obviously take whoever's word for whatever happened if you're taking an unpopular stance. you try so hard to justify any stance that is contrary to the norm, and although ive loved many of your videos i can no longer watch you take the word of the law enforcement one day and then distrust government the next day. you are insincere, stefan molyneux

-MW",0,obviously take whoevers word whatever happened youre taking unpopular stance try hard justify stance contrary norm although ive loved many video longer watch take word law enforcement one day distrust government next day insincere stefan molyneux
"Obviously rapping isn't in itself a crime, or on its face indicative of a poor character.  Aesop Rock raps, he doesn't rap about murdering people and beating the shit out of people for fun.  But if you do rap about that stuff, and only that stuff it speaks volumes about your character and how you want to be perceived by the world.  It's absolutely relevant",0,obviously rapping isnt crime face indicative poor character aesop rock rap doesnt rap murdering people beating shit people fun rap stuff stuff speaks volume character want perceived world absolutely relevant
"People I know on the ground are saying most people from Ferguson are saying it's not a black/white thing. It's cops over stepping their boundaries. He said the protest during daylight is peaceful and ""tailgate"" like. Then the cops come in military-like and overreactive. FWIW",0,people know ground saying people ferguson saying blackwhite thing cop stepping boundary said protest daylight peaceful tailgate like cop come militarylike overreactive fwiw
Why not spread the word about the 20 year unarmed white guy shot by a black cop?,0,spread word year unarmed white guy shot black cop
One of the best breakdowns I have seen yet.   We all need to slow down and think before we act and do things.,0,one best breakdown seen yet need slow think act thing
"If you watch the video that Stef mentions at 21:15 you'll know the truth. 
ALL THE FUCKING EVIDENCE YOU NEED STARTS AT 6:03 THAT'S WHAT HAPPENED. 
The whole thing started in the car, the kid ran, the cop ran after him, and then the kid turned around, charged at the cop, the cop freaks the fuck out, and starts shooting, but the kid comes coming at the cop, and then eventually got hit in the head. The end. ",1,watch video stef mention youll know truth fucking evidence need start thats happened whole thing started car kid ran cop ran kid turned around charged cop cop freak fuck start shooting kid come coming cop eventually got hit head end
whites are weak,1,white weak
"Stephan, Thank you for the video. It takes all the available information into account and provides a reasonable and rational breakdown.

Now, for your next video. Could you please call it
""The Truth About Police Brutality And The Militarization Of Police In The United States"".

Thank you,
Steve",0,stephan thank video take available information account provides reasonable rational breakdown next video could please call truth police brutality militarization police united state thank steve
"OMG...you did not give the whole story, you only gave one side and only half of it",0,omgyou give whole story gave one side half
The white race is the racist race.,1,white race racist race
"I don't think somebody deserves to die because they stole some cigars. Fine, if he's a criminal, put him through the legal process. It's in humane to kill him.

Americans treat felons and criminals like they're dogs, as if the moment you commit a minor crime like stealing cigarettes and smoking weed you're no longer a human and don't have the same rights as one. The rap he made is bad in quality and tone, but I don't think it matters; a lot of people produce rap music, and considering that the biggest rappers always talk about 'smoking weed' and 'bitches' and killing people, it's no surprise that brown was probably inspired by them. The only crime we have of Brown is stealing some cigars. That's it.

Tell me, if a white person went into a convenience store and stole some alcohol, and he got shot not even an hour later by police, would you justify the police shooting him?",0,dont think somebody deserves die stole cigar fine he criminal put legal process humane kill american treat felon criminal like theyre dog moment commit minor crime like stealing cigarette smoking weed youre longer human dont right one rap made bad quality tone dont think matter lot people produce rap music considering biggest rapper always talk smoking weed bitch killing people surprise brown probably inspired crime brown stealing cigar thats tell white person went convenience store stole alcohol got shot even hour later police would justify police shooting
"When you are 6'4"" 290 and you charge at a armed cop you are a dangerous weapon.",0,charge armed cop dangerous weapon
"When did coming towards the officer is the same thing as charging the officer, if that person is 35 feet away! No other eyewitness is saying that",0,coming towards officer thing charging officer person foot away eyewitness saying
"Stef if you're for a stateless society, then the discussion of the existence of the cops is useless. You know that the cops are here to protect the state and the corporations and they have to take decisions on the existence of people in only two seconds waw. ",0,stef youre stateless society discussion existence cop useless know cop protect state corporation take decision existence people two second waw
Once again molyneux spreads complete information that is complete garbage.,1,molyneux spread complete information complete garbage
"Your time sequence of the events are all wrong, there was no 911 call made to report a robbery and officer darren Wilson was not dispatched to any crime scene, even the police chief said that publicly.",0,time sequence event wrong call made report robbery officer darren wilson dispatched crime scene even police chief said publicly
Thank you,0,thank
White Supremacy at its best !,1,white supremacy best
"It's amazing the ONLY info on the police officer is that he is given an award. He couldn't find nothing else. Plus there were 4 other witness that support the opposing view but he state what a friend of the officer Wilson wife says repeatedly as fact. The was nothing but a hit piece on Michael brown. How long does it take to tell the truth.  It's been 9 days and we still don't have a statement from the officer. But they were quick to release dirt on Micheal brown.  Are you smelling it yet???  Are they waiting too see if any video are out there that caught this incident???  It don't take 9 plus days to show his written report. UNLESS ITS FILLED WITH LIES!!!  Truth don't change and doesn't need preparation, you just simply tell it.",0,amazing info police officer given award couldnt find nothing else plus witness support opposing view state friend officer wilson wife say repeatedly fact nothing hit piece michael brown long take tell truth day still dont statement officer quick release dirt micheal brown smelling yet waiting see video caught incident dont take plus day show written report unless filled lie truth dont change doesnt need preparation simply tell
"Michael Brown would not have been going to college if he had lived. He would have been in the county jail awaiting trial for robbery, assault on a police officer and maybe even attempted murder",1,michael brown would going college lived would county jail awaiting trial robbery assault police officer maybe even attempted murder
"What about the construction workers working in the area, who saw the incident and stated that Brown had his hands raised and was surrendering?  I find it interesting that your witness accounts were limited solely to those 2 accounts that support the minority viewpoint.  Additionally, where was the innocent until proven guilty mindset when OJ Simpson was charged with Nicole's murder? Explain the shots to Brown's back?  You conveniently omit this information.  All witnesses state that Brown's was surrendering except the 2 you mentioned.  I have not seen a single picture of the injuries sustained by the police officer who Brown allegedly beat.  Do you actually believe that if such pictures existed that they would not be all over the media by now?  I am not saying that the officer's actions were motivated by racism.  I am saying that the officer probably has psychopathic tendencies.  It seems that there are more of these types being hired to police the streets of the USA.  

Great presentation, but highly hypocritical..    ",1,construction worker working area saw incident stated brown hand raised surrendering find interesting witness account limited solely account support minority viewpoint additionally innocent proven guilty mindset simpson charged nicoles murder explain shot brown back conveniently omit information witness state brown surrendering except mentioned seen single picture injury sustained police officer brown allegedly beat actually believe picture existed would medium saying officer action motivated racism saying officer probably psychopathic tendency seems type hired police street usa great presentation highly hypocritical
"You call yourself an anarchist but defend a cop shooting an unarmed civilian. I'm highly disappointed. At the beginning of your video you referred to yourself as a ""square"" because you didn't know what a blunt is. It's much worse than that Stefan, you're incredibly out of touch as evidence by your complete ignorance towards black/hip hop culture and slang. If you were to start smoking blunts and listening to hip hop you would most likely gain a more enlightened understanding of what life is like in lower class America. ",0,call anarchist defend cop shooting unarmed civilian highly disappointed beginning video referred square didnt know blunt much worse stefan youre incredibly touch evidence complete ignorance towards blackhip hop culture slang start smoking blunts listening hip hop would likely gain enlightened understanding life like lower class america
"""Almost floor shaving quality cigars...""



Cmon on, keep the sensationalism down can you?


Other than that one comment, this video is perfect. Well thought out, well put.",0,almost floor shaving quality cigar cmon keep sensationalism one comment video perfect well thought well put
" Thank you, Stefan.  Humorous, tragic  and enlightening.  From California.",0,thank stefan humorous tragic enlightening california
These comments are fucking ridiculous seeing this video over a year after. We all know “hands up don’t shoot” is bullshit. Still a tragedy but let’s not keep exploiting this mans death. No good has come from this in anyway shape or form.,1,comment fucking ridiculous seeing video year know hand dont shoot bullshit still tragedy let keep exploiting man death good come anyway shape form
“Black thugs” what’s your plan @seattlemqrksjoin3 tf,1,black thug whats plan
He said nigga way too many times,0,said nigga way many time
"Did he really say trevon martin brought watermelon and skittles to make lean? Lol yo white ppl will say aaannnyything to make blk ppl look a certain way other then the truth..even if trevon said he was a no limit nigga so the fuck what,kids say dumb things all the time, i once said i was batman lol and? They sicken me an will make up any kind of excuse..why dont u talk about the second video tbat came out 2 years after the mike brown situation an how the cops said they didnt think it was important but it showed that mike made a trade with the store owner so there was no robbery lol how about u talk about the corruption with the police and media for withholding information?",1,really say trevon martin brought watermelon skittle make lean lol white ppl say aaannnyything make blk ppl look certain way trutheven trevon said limit nigga fuck whatkids say dumb thing time said batman lol sicken make kind excusewhy dont talk second video tbat came year mike brown situation cop said didnt think important showed mike made trade store owner robbery lol talk corruption police medium withholding information
All you people justifying murder are evil.,1,people justifying murder evil
"If the injustice was against white kids, would there be ANY excuse?",1,injustice white kid would excuse
Man this guy has nothing but a bunch of waffling nonsense coming out of his mouth can you answer the question or what,1,man guy nothing bunch waffling nonsense coming mouth answer question
MERICA !!!,0,merica
ana kasparian is the most beautiful woman in the world,0,ana kasparian beautiful woman world
Ana is fuxking hot,1,ana fuxking hot
" Johnathan Gentry
November 24 at 9:59pm ·
There is No winners or losers in this case. My heart & prayers go out to Michael Brown's family & Darren Wilson's family.
If any (current) Leader seeks to make this a racial issue & try to divide this country, you are a worker of satan.",0,johnathan gentry november winner loser case heart prayer michael brown family darren wilson family current leader seek make racial issue try divide country worker satan
"I do not really care to much for some cops but somebody tell this dumb ass girl 1,600 unarmed white people every year are killed by blacks & 3 weeks ago a BLACK COP shot a unarmed white man in salt lake city & 50% of all crime is committed by blacks I can understand some crimes are poverty related but in 2009 AD over 10,000 white women were raped by blacks FBI REPORTS what the fuck does rape have to do with being poor??? Answer nothing & anyone who rapes someone should be hanged by the neck until dead.",1,really care much cop somebody tell dumb as girl unarmed white people every year killed black week ago black cop shot unarmed white man salt lake city crime committed black understand crime poverty related white woman raped black fbi report fuck rape poor answer nothing anyone rape someone hanged neck dead
"Hey Rogan tell them "" good cops ""  to put them bad ones in jail",0,hey rogan tell good cop put bad one jail
"I agree with Joe that being a cop is an extremely difficult job that not many are qualified to handle. And yes there are lots of good cops out there. However, as intelligent and as unplugged out of the ""matrix"" as Joe always claim to be, he seems to be completely unaware or is ignoring the reality of this country's corrupt prison industrial complex and their ties to our failed judicial system, as well as the racial agenda behind police brutality...",1,agree joe cop extremely difficult job many qualified handle yes lot good cop however intelligent unplugged matrix joe always claim seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system well racial agenda behind police brutality
Tear gas against the Geneva Convention???? HAHAHAHAHAHAHAH.,1,tear gas geneva convention hahahahahahahah
"Aiming guns at people for saying something you don't like, is extremely American. Thats all they do. America is a broken system.",0,aiming gun people saying something dont like extremely american thats america broken system
Tear gas banned by the geneva convention? Really? Stupid cunts. Also he assaulted a man earlier in the day then assaulted a police officer. Thats a violent felony. Add to that how big that thug was and now tell me why you are saying he was unarmed and shouldnt have been shot. The fucker tried to take the cops gun once already. Tell me if you would be this outraged if that thug killed the cop. Double standards. Any one who says different is just as stupid asthese two.,1,tear gas banned geneva convention really stupid cunt also assaulted man earlier day assaulted police officer thats violent felony add big thug tell saying unarmed shouldnt shot fucker tried take cop gun already tell would outraged thug killed cop double standard one say different stupid asthese two
Anybody got a cigar?,0,anybody got cigar
"It is always easier to second guess someone. Cops do get a lot of training, but at the end of the day they are still just humans. So are Navy seals and any other you can think of. Humans make mistakes. Unless you make robot cops, you will continue to have mistakes being made. WE also have media that  plays a big part in this. The issue is that A WHITE co killed a Black man. IF it was a BLACK cop that killed a Black man, this would not even make it in the news probably. WE need to just get a long and stop making everything a race issue. Good citizens are not having these issues with cops. his young man was not a saint and not a ""gentle giant"" as some have said. HE robbed  a store and probably things did happen as the cop explained. Only God and the people involved know exactly what happened.",0,always easier second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake made also medium play big part issue white killed black man black cop killed black man would even make news probably need get long stop making everything race issue good citizen issue cop young man saint gentle giant said robbed store probably thing happen cop explained god people involved know exactly happened
"I thumbs upped this video, but to clarify, it was only for Joe Rogan's commentary, and not any of the ignorance Ana spews.  And I don't mean ""ignorant"" to necessarily be disparaging, I just mean that she doesn't really understand the situation.",0,thumb upped video clarify joe rogans commentary ignorance ana spews dont mean ignorant necessarily disparaging mean doesnt really understand situation
"You ""need to be able to call in people with guns in CA"" because the citizens are completely disarmed :) That North Hollywood Bank Heist would have been much shorter in cities where people havent been stripped of their 2nd ammendment rights...",1,need able call people gun citizen completely disarmed north hollywood bank heist would much shorter city people havent stripped ammendment right
Great interviews,0,great interview
