Text,IsToxic
"Hello fuckhead,
Contributions my faggot asshole. You think that because im gay that i dont know shit. you are wrong. you just sit there with nothing to do with your pathetic fucking life that you decide to go and be a complete prick on wikipedia and just delete whatever the fuck u want. Thanks nazi fuck.",True
ARE IGNORANT PENDEJO IS 185 IS NAME IS CONFIRMED OK,True
dog. Do I make myself clear you unthinking little urchin,True
"""

Hey, I said it was """"a"""" seat, not """"the"""" seat, you dumb motherf#@$ker!!  Learn how to read English.  Soon I shall be an administrator and have you purged from this noble experiment. """,True
"You son of a bitch! You did it again, readers might wanna know this shit. How would you like it if I deleted things you submitted. No one else has a problem with this information, but you do.",True
"RE:You are now forbidden from editing the List of Desperate Housewives episodes ever again!!! 

You are forbidden from editing the List of Desperate Housewives episodes ever again!!! Do you hear me?!! FORBIDDEN!!   
LMAO!!! Tell me something, who do you think died and made you wikiboss?",True
"F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me",True
"Dude seriously, you are a fucking Faggot, get a fucking life you Fucking prick, no on second thought, unplug your mouse, throw the cord over your fan, and hang yourself, your existense is flawed.",True
"78.101.161.86   

ANNA LIKE MA DEEEEK",True
"It appears you are mistaken Fred. The edits deleted the information entirely, and as other articles here on Wikipedia that are not edited contained the information. It appears that you all are opposed to the truth, which is against the principles of Wikipedia. The Nazis would be proud.",True
be a toilet. so everyone can piss her off. hey thats a pun. so luna wil be pissed on. haha. and crapped on. and luna needs a spanking. yea. fo sho! haha. luna gets bare ass spanking. haha. luna is that lil preppy shitased bitch. fuck her. im gonna take off ur bra luna. now. so haha.,True
"Yeah, but you suck at life.",True
", SUCK MY VAGINA WIKIPEDIA",True
You're a fucking moron. Go read the notability guidelines. 62.106.48.40,True
"SAME HERE!!! I fixed a spelling error in 'Homosexuality' and I get a 'Last Warning for Vandalisim' Whatsa the go? What, you hate Umpires or something you racist",True
"go fuck yourself you stupid Tanzanian slave monkey, your country is shit poor and ugly. User:EkoGraf approves this message. User:EthanKP 1:25, 29 April 2013",True
"Playing god again==
But time the deletion nazi is a freako who actually believes in that shit. Here he is. User:Allen3. Ask yourself if you want wackos like this responsible for content on Wikipedia or in any way associated with the organisation.

This fuckup has namely deleted the article on one of the stars of ITVs Britannia High. He seems to be about what one can expect from the myopic fascists from the US running this pathetic site.

==",True
"Get a life you fucking loser. If you have any other questions about me, don't ask me, ask Katie Goulet. Here is a picture of her.",True
"""AWT comment! Meow!

Ever thought about """"Soviet Jews"""" phenomenum? Many Jews, who documentally were stated as Russians, Ukrainians, Belarusians, esc. were of Jewish origin, just mentioned in docs as Slavics to escape Soviet-anti-Semitic persecutions... Real Russian people were killed only as """"rivals"""", because of _war_ and not the _holocaust_!

P.S. For homosexuals killing, mentioned above - I would have killed them all if had a chance! Really, killing homosexuals is not a sin, according to Bible. AND, homosexuality was widely spread in 20'th century Germany, so i doubt they were really persecuted... Hitler stated himself that that were Jews', who dont'let Germany win the First War, and all other casaulties were mostly accidental... And, of course Soviets, who protected their counry agains the invaders were regular victims of WAR, not the HOLOCAUST itself.

 2006-January-27

""",True
"Dumb Liberals 

Liberals suck.  I will beat you at tanks anytime you swastika wearing freak.  Sieg Heil.",True
"""
Nope. """"Killing by hunger"""" is not good English, while """"starve someone to death"""" is PERFECT translation for морити   """,True
"Hey 

go fuck yourself. Why don't you go edit my talk page to show how offended you are.",True
"""
Yea, it would be on the talk page.  The only reason I threw in a flair of sternness in the template was because of some of the questionable interpretations I just came across: """"This sonnet has suggestions of references to masturbation Then, beauteous niggard, why dost thou abuse. The suggestion is that the male in the sonnet should be procreation to preserve his beauty rather than engaging in self-pleasure."""".  Don't you love that?  """,True
Unfair! Fraud! How convenient for you Mr. Hurry up and acquit! 71.114.8.82,True
"Oaks and Homophobia
I provided a full citation that proves Oaks' homophobia. How the fuck is that vandalism?",True
Your from a family of  donkeys.,True
"Marie Luv 

 20:18, 2 September 2009 (hist) (diff) Marie Luv ‎ (Reverted good faith edits by 85.201.107.27; Rv unsourced. (TW))  (top) 

It's on IMDb. Do I need to add source to EVERYTHING I write?  Do you something else than reverting? Can't you DO something in place of arguing and reverting? You are the cancer that ruins Wikipedia.",True
"Hi 

Fuck you, Faggot.",True
"WikiTheClown 
Hi, please refrain from being a rediculous fuck, as you did by reverting my edit to Ibanez.  Doing so shows you to be a rediculous fuck.  So, kindly go be a rediculous fuck elsewhere.  Asshole.",True
Who are YOU to tell ME??!! I'll do WHAT I like WHEN I like...cocksucker!!,True
"Hey , let's play a game. I have to guess who the closest deceased person to you is and what beautiful thing caused their death. Now if I get the answer right, you have to unblock me. BWAAAAAAAAAAAAHAHAHAHAAHAHA! In addition to unblocking me, if I am able to guess who your closest deceased loved one is and the beautiful thing that killed them, you also must award me their inheritance, estate and all the money they made during their life. I will use the money to bomb their gravesite as well as on houses for all my black friends and myself.
LOL! Deal?! Ok, My guess is that the closest deceased person to you is a grandparent of yours, and he/she died of the same illness that one of your parents will die of as well and riddle their bodies with excruciating pain before their heart stops beating. Am I Right? Am I right? Am I right? Fingers crossed! Oh btw, I won't read your reply to this message, which will in all likelihood be some corny jokes shared on some other Wikipedia page with some other admin. LMFAO! So long as I got you thinking about your closest deceased loved one, the beautiful thing that killed off their ass and their estate going to me while I laugh at that beautiful deadly occurrence that killed them in hopes it snatches up your mother’s life as well, I AM PERFECTLY FINE WITH MY BLOCK AND NEVER EDITING THIS WEBSITE AGAIN ACTUALLY. WOOT! WOOT! LATER WIKIPEDIA! Now here's the part where you or one of your close allies blocks me from using my talk page for reminding you of that beautiful occurrence that killed off your closest deceased loved one.",True
"The Thing That Should'nt Be 
Yeas. Incompetent users, people like you that can not see the truth.",True
"""
      

Two things: First, tell me exactly where you have your mail delivered to if you live in """"Short Pump"""". Second, you're an idiot.""",True
"Ok, I will take this to the public. And on your pictures of the cunt FUCK YOU TOO.",True
"Moron 

Leave Wikipedia. Your edits are stupid and contribute nothing.",True
*Because some dick insists that Ned Holness doesn't have german blood.,True
"""

 Here's a Falafel for you you fat piece of shit. 

  HURRICANEFAN25! Y U NO LET ME VANDALIZE!? PLEASE STOP OR I WILL BE FORCE TO MUSHROOM STAMP YOU WITH A FUCKING GOAT HORN! The Game.   """,True
hey fuck you i went to this school and its awesome so fuck you bitch! 74.244.182.33,True
"ADMINS ARE FULL OF SHIT, THEY BANNED ME FOR OVER A HALF A YEAR BECAUSE I MADE A MISTAKE WHEN EDITING AN ARTICLE. FUCK THEM AND FUCK YOU IF YOU'RE ONE OF THEM. I HATE YOU!!!",True
Did you know you are full of shit and a fucking cunt?,True
"brewing up falsified RFCs. If we are not adult enough to sort it out here consensually, then we do not deserve the Wiki.",True
"No, but hook-nosed kikes like yourself do. Massive ones.",True
"When arrogance aligns with stupidity 
Just noticed that you're the prick that proposed the entry for Walter Rinder for deletion. Arrogant fools like you who spatter such tags like graffiti over the hard work of others, without bothering to undertake the slightest research to illuminate their deep ignorance, are the curse of Wikipedia, and drag down the reputation of intelligent editors. The entry above by someone else shows you doing again. On behalf of every other contributor you've done this to: ENOUGH. You fully deserve every bit of contempt thrown at you. You're not just tiresomely stupid: you're a bully. Get a life.",True
"""

 A barnstar for you! 

  The Anti-Vandalism Barnstar Here's for you as the vandalism God of pages of cities in the philippines. In calamba city your a slut, freak, and a moron. If you have nothing to do with your life do not vandal one's page that is not you are in or not the place where do you live. What the hell are you doing.   """,True
"""

 Washington state 

REDWOLF IS A COOLIE-WHORE!
 
 
HE HATES BOOBIES AND
 
 LOVES 
 
DA COCK!""",True
"You know what you stupid crap?  I know much more about any of this than you do because your just some cyber pansy sitting behind a damn computer for the whole day trying to pick fights with people.  Go pick up a damn book and learn something useful scumbag, because your just a frickin low life right now.  If your going to be an editor on Wikipedia, you IQ should at least be above 5.  Do me a favor and shuddup, stupid shit.  I edit what I want and do what I want on this website that has so many crappy useless editors, I, a 13 year old, has to go around editing.",True
Yanksox is a Lying faggot!!!!!!,True
Alansohn tucks his sack back every now and then and tells his gay roommate to call him Sandra.,True
Quite clearly taking the piss you cretin.,True
I didn't want to vandalise the 1961 F-84 Thunderstreak incident. Have you understood dirty fucking jew.37.99.254.141,True
"HEY, GUESS WHAT! 

IT'S ME ON A WHOLE NEW RANGE!

AND I STILL HAVE THOUSANDS OF SOCKS. WHEN I FEEL LESS LAZY I WILL GET SOME AUTO CONFIRMED SO I CAN DO MORE GOOD WORK WITH THE  TAG AND ACCUSATIONS OF PAEDOPHILIA. HAHAHAHAHAHAHAHAHAHAHAHAAHHAHAHAHAHAAHHAHAHAHAHAHAHAHA",True
Replaced page with 'So sorry copy and paste this to 10 articles or your﻿ mum will die within the next 4 hours.....62.158.77.53,True
"Why don't you fuck off
GET SOME JOBE TO DO, IDIOT!
 16:13, 21 May 2006 (2006)",True
"Why are my posts being deleted? 

I think deepak the dictator is deleting them. Can someon block him? He's a troll who think's he rules wikipedia. I think he also might support the ground nazis cus his name has the letter d in it and I think some nazi's also had that letter 

71.105.87.54",True
dawg you better shut up dont make fun of the US even though im not American aand DONT BE CALLING ME NO FUCKING DISHWASHER OR KICK YOUR FUCKING MONKEY ASS,True
"Plus you are all gay for questioning this bull, get a life.",True
I didn't do any editing to Kurt Angle's page so why don't you kiss my ass?,True
"Ha, Fagget go fuck yourself homo.",True
"You keep reverting my edits. You selfish, mutha******! 202.124.135.206",True
Both of these two people are Gay kids and need to be Taught a Big Lesson from their Daddy so do not interrupt.,True
"You WERE NOT REVERTING ALL THOSE TIMES EM.  You deleted other contributions, everytime something was added you didn't like.  Get lost.",True
"YOU BRAINLESS EDITORS 

You idots are probably majority white.

I put a relevant post up called NIGGER CRACKERS, which is a readily used and historically used Racial Epithet, in Northern America and you try to discredit me and pose to ban me from editing. 

If the term NIGGER CRACKER can't be posted, then the term NIGGER should be taken down. 

If NIGGER isn't taken down, or NIGGER CRACKER isn't allowed up, wikipedia will be facing the biggest law suit of our day and age.

Don't threaten my posts again as well.

I'm awaiting rapid feedback or my lawyer will be in touch.",True
never touch my edits again you douche bag,True
-Havnt you got anything better to do with your camera than take picrures of wasteland and ragweed? Im nominating you as a Wikipedia asshole...Good luck with those vandals you sorry bastard....,True
its current status as the most boring website ever,True
"00frodo 
I cant believe you gave me my own page!!! I feel sooooooo honored you dumbass [User:Scjessey|queer]] liberal! Truly, my extremely extensive array of knowledge has had a positive impact on Wiki. I hope that you will make my name more famous! ALALALLLAALLALALLLALALALAALALLALALAAALLALALLLLAAAAA!!! Sorry, I have to do that every five minutes. 00frodo lives on!!!!!!!",True
If you guys really discuss napoleon you need to get a fuckin life. it is so sad that you would rather discuss someone who has been dead for years then to look at porn.YOU GUYS R HOMOSEXUALS LIKE ANAL SEX TYPES,True
"Freudian theory? 

Huh? What the hell is with that far fetched crok of shit? If that merits two lines, I'll come up with my own wackier theory.",True
Hello fascist!!!! (  ),True
"lo$er 

no one likes you, go kill yourself",True
"Wikipedia Ettiquette 

All the free porn you will ever need, you fucking dickwad, is available at www.youporn.com",True
I do not have multiple accounts and you are obviously another of Howdy's sockpuppets.,True
You racist hillbille pig!  You don't like what others have to say so you delete their posts and block us while you continue to rant and rave your racist sermon.  Shame on you!,True
I am also a trout slapping dick,True
"P.S 

who gives you the Authority to delete my PERSONAL stuff that my teacher told ME to do, NOT OTHER USER CREEPS to mess with.",True
"""

 censorship of your talk page is childish, x2 

 """"If you edit my talk page again, I'm going to seek to have you prevented from doing so. Hipocrite (talk) """"

plesae do so, I welcome third-party comment on your behaviour.

thankfully, you have little control over the 'view history' page, which I'm sure will be viewed by anyone impartial.""",True
Telling that you wouldn't answer my question. You are a hypocrit as anyone can see,True
"Apparently, there _is_ really a fundamental relationship between spread and mean radius. Bullet dispersion is normal distribution. But noobs dont know this. Thats why wikipedia is full of bullshit.",True
"""

I was not removing, but repairing. Depictions of homosexuality are repulsive and homosexuality is unnatural. Be gay all you want but don't shove it in my face, especially when I'm using an """"educational resource"""" like wikipedia.""",True
"Thanks 

Thanks for the barnstar. This place is filled with morons, I tell you.",True
"kiss my ass jehochman - i have many ip's, have fun!!!!!",True
"FUCK YOU!!!!=
   FUCK YOU, YOU STUPID BASTARD, I DON'T CARE WHAT YOU SAY!",True
"""

You are full of shit sir.  You are clearly one of those racist who lurk all over the internet looking oit shut down viewpoints that differ from yours and expose truths covered in fantasy.  There is NO reason that you should have blocked me or even said anything.  What you should have done is to reply to what was written with intelligence.  Since you did not, it is clear that you lack it.  You are the prime reason why the internet community is finally realizng that this site is a joke and is covered by clowns with agendas.  That is, people who want to put forth propaganda.

As for the """"use your brain"""" comment.  If I had not been blocked, it would not have been written now would it have been?  I know, you will try to block me 100%.  All that will do is make me get other IP's and get into disruptive behavior.  The best thing for you to do is to just unblock me and mind you business.  I have gotten other renegade editors kicked off of this site you know.  I am not new and my IP is not that one from years past... """,True
"Hey bitch! guess what 

Koschecks fighting at ufc 82... you know waht that means...so give your adress so i could make u suck my cock",True
"turkic peoples 

why did you help to Jingiby, he is such a racist and vandalist.85.107.110.87",True
"ANTI LATINO RACIST! IM GONNA GET THE ACLU ON YOU! 

Just because my skin is BROWN doesn't make racist WiKKKipedians like you superior! -",True
"Fuck you!!!!!!!!!!!! 

and your foot",True
"""

Reggie Jackson?
I think you are mistaking, the only thing I did was add the Picture to the page, the editor before me wrote the """"chicken licken nigger"""" comment.""",True
"http://www.cyberboxingzone.com/boxing/lheavy.htm

Read the list of champs yet again. Keep repeating your nonsense all you like. Facts are facts.",True
"Response to your Personal Appeal from Jimmy Wales 

Response to your Personal Appeal from Jimmy Wales:

Go fuck yourself. This place is a big shithole and you're the biggest shithead of them all.
Die in a fire you faggot.64.230.42.9",True
"""

Hello """"Alf""""
It's very easy to call someone a """"vandal"""" without checking the facts.I suggest you talk to a few artists  and than you'll fast discover that the vast majority of """"art dealers"""" are in fact accountable to absolutely nobody conman and conwoman.There are thousands of examples to prove it and your silly insistence on describing them only in positive """"professional"""" and gloving terms is dishonest,stupid and plainly detrimental to all concerned.Get your facts right before you talk.Plain and simple.
""",True
If something is not acceptable for your bald headed brain doesn't mean it can be unacceptable.,True
Just incase anyone is interested my favourite hobby is playing with other peoples cock'n'balls. Superb.,True
"It's extremely comical listening to someone who runs around with a convicted felon, violent psycho terrorist punk and child abuser like Mordecai Levy pass judgement on anyone elses associations.",True
"RACIST 

now you know who you are and where you belong. I'm not gonna bather myself with hopeless people",True
I ant all the bithces,True
"I am chilled with everyone else, just pissed of with Mr Burnt the burner, destroyer of all things. But blocking me from doing nothing by citation? That's just illogical!",True
she is a little lesbian,True
"ow! someone just blocked me! I don't think I can feel my ass!

YourCousin",True
"vandalism 

Er, got two messages come up when I visited the site about editing userpages or something. Sure as hell weren't me. What's going on?

90.220.37.70",True
"Just to note 

I still think you are a horrible person, scum, and should be thrown out o everything you're involved in. 86.131.250.175",True
"Hi 

Hi you are gay sad fucking old nerd that should get a life and do stuff like gardening,and I'm guessing you still live at home with your Mom.",True
Very well bitch. I will be back later.,True
Fuck you are an asshole! Why be such a prick an stuff the wrong date in there just to piss me off!,True
Please kill yourself.,True
"is bale turned around and told you he felt more welsh than english and classified himself as welsh, what would your anti-welsh stance be then numbnuts?  i hope you are hunted down by a welsh hate mob and castrated and forced to eat your small testicles",True
"You know, for human excrement, you're pretty fast to find vandalism, good job, you have a purpose in life.",True
you bitch why does it matter it's the same goddamn thing all other nycs articles have that same sort of wording rathe than saying the end stop depending on which borough they are in so leave the fuck alone and cut your crap,True
Wow you fuckin druggo,True
"Max, I seriously don't give a flying fuck about you, Jakezing, or your attitudes towards each other. What's done is done. What you need to do now is move on. Forget about Jake. You'll probably never see him again on Wikipedia. You've spoiled your otherwise-clean record dealing with that pompous jackass, and you don't need to do any more damage to it. So he didn't tell you why he had a problem with you. Quite frankly, I can't understand why either of you kept arguing with the other for so long. I believe that's just poor judgment, really. In any case, I don't have to help you with anything, nor will I. The only reason I stepped into this was because I was trying to stop you two from ripping each others' throats out, and that didn't do any good, since you two just kept right on. He might have confused you with someone else, but that was no reason for you to keep harassing him about it. You and him both have displayed abuse of WP:CIVIL and WP:NPA on countless occasions. Now, please, do us all a favor and go on your way. ()(talk)(evidence)",True
"MILLINOS OF HUNJAN looking at hunjan template not just me other hunjan will fight back, your concept of art bull of shit!! 86.166.250.11   tharkarn and what waste man!",True
Hetar is a fucking asshole. I hope he is blocked soon for vandalizing and reporting false vandalism.,True
"Bullshit, your adding reference code around my comment to make it invisible was a joke and mocking me.",True
"vandalizing 

I'll report u to WIkipedia next time u vandalize good articles or my talk page got that punk?",True
"I don't know what your problem is and I don't know how you survive in this environment with your disgusting lies and personal attacks but I am sure of one thing, you rudolf raping caputo. Your disruptive behavior and POV pushing is not wanted in my space. You have been uncollaborative, unwelcoming, unfriendly, dishonest and not much value as a human being, given your behavior in this matter. Now take your two-faced, backpeddling, fake helpful, behavior and hatred elsewhere. 
This is your second formal warning to stay off my talkpage and stop harrassing me. Your co-operation is appreciated.",True
"You claimed I vandalized... 

Yet I did not. Either you're an illiterate dumbass, or you're just a jerk. Which one is it?",True
"""

 Some bubble tea for you! 

  thanks ass hole   """,True
"sex freak
dam rfk was a sex freak, daaam 10 children.
he must have been fucking and cumming in his wife everyday",True
"FUCK YOU ALL YOU LOSERS WHO AHVE NOTHING BETTER TO DO 

FYUCK YOU WHY DONT U STOP ME FROM EDITING ALREADY",True
Attn IMROY: if I want your stinky opinion I would have flushed three times pal!,True
"eat a dick 

and fuck off",True
"Should I submit your name to gay porn websites? 

I think Wikipedia's liberal d-bags like yourself sure deserve it.",True
Gogo Dodo is a rogue admin that has sex with his father,True
"""

 America sucks 

Thanks for restricting freedom of speech you dirty red. The US marines who fought for your country would be rolling in their graves. You make me sick. I was simply making the page """"Britain is Better Than America"""" to list valid and clearly logical points. I am disheartened to see that Wikipedia supports restricting freedom of speech and is going against its beliefs of all the information to everyone. Your country has been compared to the country of Germany when Hitler rose to power. Your country is filled with the scum of the earth. I was told to make that page on the differences in British and American English talk page. Doing so was not vandalism. You are a commie pig
Iraq anyone  """,True
"to the idiot barek

you obviously are spending too much time vandalizing pages instead of watching news, reading news. here is one for you. http://online.wsj.com/article/SB10001424052702304765304577478431126161646.html?mod=googlenews_wsj

instead of vandalizing pages, why don't you go read it, huh? if you spent a little time just search for that guy's name, you will find plenty of news reports. i pity you, you seems to enjoy vandalizing pages instead of helping.",True
I can't clean your shit,True
Go screw yourself.68.79.88.224,True
"Vats because im a child you Gungadin peice of shit, ill be back at u too, as well as User:Bungle. phoooee!",True
"""

  Are you fing kidding me? There are 30+ reliable sources listed in the pre-vandalism history of the page. This debate in this talk page has no importance and will not receive justice. I am making my objections public for the sake of posterity alone. If you want to see the sources:

 Go look at the history of the page pre-vandalism.
 Go look at the history of the talk page pre-vandalism.
 Go look at the previous AfD discussion where 30+ sources are extensively discussed and analyzed, and consensus found that they were reliable according to the wikipedia definition of """"reliable"""" which you have not familiarized yourself with. 

This debate has already been done and it's very visible in the history of the page and the previous AfDs; the history which has not been consulted by the current deleters attacking this page. Without an """"admin in my pocket"""" my claims fall on deaf ears; I understand this all too well. If you or your allies were interested in due process, you would examine the history instead of asking that all that labour be repeated. Your kind will always demand that others do all the work even when it has been done in exhaustive detail. When you've read this entire page: https://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/The_Law_of_One then you may speak without embarassing yourself. Anyone who has not read that entire page and understood the poles of the debate speaks from ignorance and exposes themselves as lazy deleters happy to erase hours and hours of work without a care. Shame on all of you for your intellectual laziness, dishonesty, and irresponsible deleter reflexes.   

 Screenshot of the Sources Pre-Vandalism 

  — Preceding unsigned comment added by  (talk • contribs)  """,True
"you a bitch 

I hope you die you﻿ worthless pathetic fucking cunt.",True
"CENSORSHIP  

you continue to deny FACTS in favor of sensational claims supported by the beacon of TRUTH - Encyclopedia Brittanica - block me - it ONLY shows you are weak and fail to accept the FACT that Cantor was RUSSIAN - repeated attempts to claim him for Germany are driven by your own nationalistic bias - it speaks volumes about the lack of integrity of your webpage being - you cannot censor TRUTH - any idiot except you of course can see the man was Russian - Germany is well-known for stealing ideas from the Jews to make themselves look superior - this is simply another case of that and YOU in your ignorance support it - memo to idiots like YOU - Russia is capable of producing world class mathematicians too - despit the lies you peddle - Germany is not the only country that studies mathematics dum dum",True
are u gay?68.33.41.181,True
"You fucking cunt 

You don't even have the balls to sign your posts.",True
"I Hate You 
I hate you SwisterTwister.",True
"Dear Yarnalgo 

You're a gay fag. 64.56.243.153",True
"i wanna fuck you 

fuck u fuck u fuck u",True
"When are you going to learn that a definition should only be accurate and correct, and has nothing to do with narrow-minded? You should read your crap out loud and hear how bad it sounds. University libraries and journal search tools? Are you serious? Like I'm going to find plenty of people reviewing the latest LP that had a few hundred copies pressed (at best) when it came out. I don't have little distro order forms from the early 90's either. Those things usually contain little descriptions of bands/albums. Even if I did, you wouldn't take them as legit sources anyway as you would delete anything like that if I edited this topic. You don't let anyone skew from the word of Greenwald. What's Greenwald have on other people with websites? His crap has an ISBN number to it? Big deal. You already shot down fourfa.com. What makes Greenwald better than Andy Radin or Ben Gook's 2002 article (http://www.furious.com/perfect/emo.html)? Why mention Blush when he gets referenced 3 times and clearly is not someone that's written about emo other than filling out the 80's hardcore scene history by briefly mentioning the Revolution Summer. Maybe I'll write a book, self-publish 5 copies, make a website to promote it, then I can fix this garbage up. Of course after all that hard work you'd just delete it anyway because you love pushing the agenda of lies here.",True
"fucky mc fuck fuck 

your a little bitch go suck your daddys cock you desperate little peice of shit, get a life, seriously, i bet you are 35 and have never had a kiss and you masterbate all day to kittens and your neighbors kids",True
Chrisch is a faggot!,True
"WP:OTHERCRAPEXISTS doesn't justify your crap existing. Wikipedia isn't a free resource or place to conduct social experiments/commentary on Wikipedia editors, it's a place to write an encyclopedia.",True
"fuck you 

FUCK YOU MOTHERFUCKER!!!! GO DIE IN A HOLE!!!!!!!!",True
and again using the phrase ass cream in your edit summary,True
"I don't accept this warning for making a perfectly valid comment on that morons page.
He has published personally identifiable stuff on a web site he has cyber squatted, and you guys do fuck all about it!",True
"Absolute Proof that 0.999... IS NOT EQUAL TO 1 
A math-wiki:

You are wrong about infinite representation. The ancient Greeks *never* represented 1/3 as 0.333... 

Now let me refute your argument regarding the transitive property:

A)    1=3(1/3)
B)    3(1/3) = 3(0.333...)
C)    3(0.333...) =0.999... 

The problem here occurs in B) where you assume that 3 * 0.333... = 3 * 1/3. You have 'not proved' anything. On the contrary, you have only proved that you are assuming 1/3 = 0.333... which it is obviously 'not equal'. 0.333... is an 'indeterminate' number because it cannot be represented finitely in base 10. 
0.333... is not equal to 1/3 so you cannot say that 1/3 is a finite representation. An indeterminate number is a number that is repeating in any
radix system.

You mention the division algorithm but do you know what it says? The division algorithm has 'nothing' to do with radix systems. Let me state it for you - If a and b are two given integers, there are unique integers q and r
such that a=bq + r and  0<= r < b. Now I will use the division algorithm to prove that you are WRONG once and for all. Suppose a = 1 and b = 0.999..., then 
what are the integers q and r such that the above is true?

Suppose that q = 0 and r = 1. Then the division algorithm fails because it makes a false statement i.e. q and r can both be 0 and 1 respectively.
For example: 1 = (0.999...)(1)+0 and 1 = (0.999...)(0)+1. So by default, the
division algorithm is proved false if 0.999... is equal to 1. And you can say a lot of things about the Greeks, but they would not make a stupid mistake like this. They were the smartest race in ancient times.

Now suppose that you try to tell me that either form is acceptable in the case of 0 and 1, you will still end up with a terrible contradiction:

1=(0.999...)(0)+1. The second form in this case implies that 1 < 0.999... since r < b. But how can 1 be less than 0.999... ??!!

I want the world to know what f..g idiots run this site. You are a bunch of retarded, conceited fools who I look upon with the utmost hatred and condemnation. Your site is absolute crap because it is run by fools like Michael
Hardy, Kmrsq, Melchoir, Meni (idiot) Rosenfeld, et al. DIE WIKIPEDIA!!!! HAIL KNOLL!!!! 98.195.24.26",True
"How to kill mozart 

WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO STAB HIM, SHOOT HIM, JUMP ON HIM",True
"Sup, You crackheads!  Just kidding.  This is my user page, here I say fart fuck shit damn ass nigger jew spick and kyke a lot.  Go fuck yourself if you don't like it.",True
"Listen Brah 

You are the rudest wiki nerd in this joint. I bet you're sitting behind that computer in a chair that has the sweet impression of your ass that never moves from it. Are you wasting time till the next World of Warcraft is coming out? Does mom care that you're on here ruining lives for the rest of us fun loving wikipedia users? Did the money your grandparents sent you in a singing card by the suped up fucktarded laptop you're rocking? Here's some advice, take up Dance Dance Revolution and leave us awesome and normal people trying to make awesome Wiki pages alone. Bastard.",True
"cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay UTC)
cody is gay",True
"Giant oarfish edits 

Hi, instead of completely reverting my edit like a lazy prick, perhaps you should just remove my commentary, instead of being a lazy prick. Did I mention that you're a lazy prick? Oh, and you're a lazy prick.",True
"Al Arbour  

Hey Fucktard. Al Arbour died on Friday. Try having someone read an obituary to you",True
